标识,app名,日期,活跃数,活跃度,行业活跃度基准值,行业活跃度均值
6750,到家美食会,2017-10-01,140394,9.98e-05,0.0545944,0.0006384
6750,到家美食会,2017-11-01,125515,8.9e-05,0.0532576,0.0006536
6750,到家美食会,2017-12-01,107069,7.55e-05,0.0521189,0.0006255
6750,到家美食会,2018-01-01,100333,7.04e-05,0.0506156,0.0007171
6750,到家美食会,2018-02-01,86653,6.04e-05,0.0496045,0.0007026
6750,到家美食会,2018-03-01,69522,4.81e-05,0.0584801,0.0007603
6750,到家美食会,2018-04-01,69333,4.66e-05,0.0594539,0.0007603
6750,到家美食会,2018-05-01,65727,4.39e-05,0.0609023,0.0007603
6750,到家美食会,2018-06-01,66473,4.41e-05,0.0598758,0.0007603
6750,到家美食会,2018-07-01,59283,3.89e-05,0.056651,0.0007458
6750,到家美食会,2018-08-01,60487,3.93e-05,0.0480045,0.0007472
6750,到家美食会,2018-09-01,56684,3.65e-05,0.0528564,0.000751
6750,到家美食会,2018-11-01,42570,2.68e-05,0.0376278,0.0007509
6750,到家美食会,2018-10-01,45154,2.88e-05,0.0433702,0.000751
6750,到家美食会,2018-12-01,38362,2.43e-05,0.0380731,0.0007499
6750,到家美食会,2019-01-01,45081,2.86e-05,0.0388563,0.0007499
6750,到家美食会,2019-02-01,38929,2.45e-05,0.0388882,0.0007499
6750,到家美食会,2019-03-01,36136,2.28e-05,0.0401574,0.0007499
6750,到家美食会,2019-04-01,47336,2.96e-05,0.0307689,0.0007499
6750,到家美食会,2019-05-01,41768,2.62e-05,0.0305263,0.0007499
6750,到家美食会,2019-06-01,40112,2.51e-05,0.0305263,0.0007499
6752,天天街机捕鱼,2017-01-01,145300,0.0001093,0.056556,0.0004852
6752,天天街机捕鱼,2017-03-01,127960,9.51e-05,0.0571021,0.00041
6752,天天街机捕鱼,2017-02-01,138901,0.0001038,0.05639,0.0005118
6752,天天街机捕鱼,2017-04-01,114059,8.45e-05,0.0565626,0.0004095
6752,天天街机捕鱼,2017-05-01,102722,7.57e-05,0.0573222,0.0005277
6752,天天街机捕鱼,2017-06-01,82840,6.07e-05,0.0579732,0.0004622
6752,天天街机捕鱼,2017-07-01,90650,6.6e-05,0.0567826,0.0003679
6752,天天街机捕鱼,2017-08-01,75758,5.48e-05,0.0560412,0.0003815
6752,天天街机捕鱼,2017-09-01,55026,3.95e-05,0.0555045,0.0005414
6752,天天街机捕鱼,2017-10-01,58498,4.16e-05,0.0545944,0.0006384
6752,天天街机捕鱼,2017-11-01,60183,4.27e-05,0.0532576,0.0006536
6752,天天街机捕鱼,2018-01-01,42695,3e-05,0.0506156,0.0007171
6752,天天街机捕鱼,2017-12-01,49829,3.51e-05,0.0521189,0.0006255
6752,天天街机捕鱼,2018-02-01,40673,2.83e-05,0.0496045,0.0007026
6752,天天街机捕鱼,2018-03-01,44062,3.05e-05,0.0584801,0.0007603
6752,天天街机捕鱼,2018-04-01,38808,2.61e-05,0.0594539,0.0007603
6752,天天街机捕鱼,2018-05-01,34507,2.31e-05,0.0609023,0.0007603
6752,天天街机捕鱼,2018-06-01,31832,2.11e-05,0.0598758,0.0007603
6752,天天街机捕鱼,2018-07-01,46652,3.06e-05,0.056651,0.0007458
6752,天天街机捕鱼,2018-08-01,40797,2.65e-05,0.0480045,0.0007472
6752,天天街机捕鱼,2018-09-01,40977,2.64e-05,0.0528564,0.000751
6752,天天街机捕鱼,2018-11-01,40453,2.55e-05,0.0376278,0.0007509
6752,天天街机捕鱼,2018-10-01,39181,2.49e-05,0.0433702,0.000751
6752,天天街机捕鱼,2018-12-01,49884,3.16e-05,0.0380731,0.0007499
6752,天天街机捕鱼,2019-01-01,48219,3.06e-05,0.0388563,0.0007499
6752,天天街机捕鱼,2019-02-01,45111,2.84e-05,0.0388882,0.0007499
6752,天天街机捕鱼,2019-03-01,24369,1.54e-05,0.0401574,0.0007499
6752,天天街机捕鱼,2019-04-01,38485,2.41e-05,0.0307689,0.0007499
6752,天天街机捕鱼,2019-05-01,37382,2.34e-05,0.0305263,0.0007499
6752,天天街机捕鱼,2019-06-01,37037,2.32e-05,0.0305263,0.0007499
6754,爱宝宝,2017-01-01,102027,7.67e-05,0.056556,0.0004852
6754,爱宝宝,2017-02-01,100041,7.48e-05,0.05639,0.0005118
6754,爱宝宝,2017-03-01,96811,7.2e-05,0.0571021,0.00041
6754,爱宝宝,2017-05-01,85218,6.28e-05,0.0573222,0.0005277
6754,爱宝宝,2017-04-01,87697,6.5e-05,0.0565626,0.0004095
6754,爱宝宝,2017-06-01,80242,5.88e-05,0.0579732,0.0004622
6754,爱宝宝,2017-07-01,72041,5.25e-05,0.0567826,0.0003679
6754,爱宝宝,2017-08-01,67183,4.86e-05,0.0560412,0.0003815
6754,爱宝宝,2017-09-01,75526,5.42e-05,0.0555045,0.0005414
6754,爱宝宝,2017-10-01,65864,4.68e-05,0.0545944,0.0006384
6754,爱宝宝,2017-11-01,61826,4.38e-05,0.0532576,0.0006536
6754,爱宝宝,2017-12-01,56326,3.97e-05,0.0521189,0.0006255
6754,爱宝宝,2018-01-01,49953,3.51e-05,0.0506156,0.0007171
6754,爱宝宝,2018-02-01,50365,3.51e-05,0.0496045,0.0007026
6754,爱宝宝,2018-03-01,14656,1.01e-05,0.0584801,0.0007603
6754,爱宝宝,2018-04-01,13700,9.2e-06,0.0594539,0.0007603
6754,爱宝宝,2018-05-01,13238,8.9e-06,0.0609023,0.0007603
6754,爱宝宝,2018-06-01,10462,6.9e-06,0.0598758,0.0007603
6754,爱宝宝,2018-07-01,10232,6.7e-06,0.056651,0.0007458
6754,爱宝宝,2018-08-01,9995,6.5e-06,0.0480045,0.0007472
6754,爱宝宝,2018-09-01,12483,8e-06,0.0528564,0.000751
6754,爱宝宝,2018-10-01,10725,6.8e-06,0.0433702,0.000751
6754,爱宝宝,2018-11-01,10915,6.9e-06,0.0376278,0.0007509
6754,爱宝宝,2018-12-01,10568,6.7e-06,0.0380731,0.0007499
6754,爱宝宝,2019-01-01,11576,7.3e-06,0.0388563,0.0007499
6754,爱宝宝,2019-02-01,7281,4.6e-06,0.0388882,0.0007499
6754,爱宝宝,2019-04-01,20834,1.3e-05,0.0307689,0.0007499
6754,爱宝宝,2019-03-01,11195,7.1e-06,0.0401574,0.0007499
6754,爱宝宝,2019-05-01,13473,8.4e-06,0.0305263,0.0007499
6754,爱宝宝,2019-06-01,14521,9.1e-06,0.0305263,0.0007499
6766,天天来塔防,2017-01-01,106378,8e-05,0.056556,0.0004852
6766,天天来塔防,2017-02-01,103121,7.71e-05,0.05639,0.0005118
6766,天天来塔防,2017-03-01,96888,7.2e-05,0.0571021,0.00041
6766,天天来塔防,2017-04-01,90556,6.71e-05,0.0565626,0.0004095
6766,天天来塔防,2017-06-01,84478,6.19e-05,0.0579732,0.0004622
6766,天天来塔防,2017-05-01,90411,6.66e-05,0.0573222,0.0005277
6766,天天来塔防,2017-07-01,71103,5.18e-05,0.0567826,0.0003679
6766,天天来塔防,2017-09-01,60843,4.36e-05,0.0555045,0.0005414
6766,天天来塔防,2017-08-01,62888,4.55e-05,0.0560412,0.0003815
6766,天天来塔防,2017-10-01,60200,4.28e-05,0.0545944,0.0006384
6766,天天来塔防,2017-11-01,55809,3.96e-05,0.0532576,0.0006536
6766,天天来塔防,2017-12-01,53294,3.76e-05,0.0521189,0.0006255
6766,天天来塔防,2018-01-01,52757,3.7e-05,0.0506156,0.0007171
6766,天天来塔防,2018-02-01,52124,3.63e-05,0.0496045,0.0007026
6766,天天来塔防,2018-03-01,50782,3.51e-05,0.0584801,0.0007603
6766,天天来塔防,2018-05-01,52481,3.51e-05,0.0609023,0.0007603
6766,天天来塔防,2018-04-01,51376,3.46e-05,0.0594539,0.0007603
6766,天天来塔防,2018-06-01,44805,2.97e-05,0.0598758,0.0007603
6766,天天来塔防,2018-07-01,45468,2.99e-05,0.056651,0.0007458
6766,天天来塔防,2018-09-01,47401,3.05e-05,0.0528564,0.000751
6766,天天来塔防,2018-08-01,44493,2.89e-05,0.0480045,0.0007472
6766,天天来塔防,2018-10-01,48641,3.1e-05,0.0433702,0.000751
6766,天天来塔防,2018-11-01,42827,2.7e-05,0.0376278,0.0007509
6766,天天来塔防,2018-12-01,39890,2.53e-05,0.0380731,0.0007499
6766,天天来塔防,2019-01-01,45084,2.86e-05,0.0388563,0.0007499
6766,天天来塔防,2019-03-01,50793,3.2e-05,0.0401574,0.0007499
6766,天天来塔防,2019-02-01,40815,2.57e-05,0.0388882,0.0007499
6766,天天来塔防,2019-04-01,41928,2.63e-05,0.0307689,0.0007499
6766,天天来塔防,2019-05-01,32488,2.03e-05,0.0305263,0.0007499
6776,知米听力,2017-01-01,120708,9.08e-05,0.056556,0.0004852
6766,天天来塔防,2019-06-01,34182,2.14e-05,0.0305263,0.0007499
6776,知米听力,2017-02-01,113705,8.5e-05,0.05639,0.0005118
6776,知米听力,2017-03-01,118064,8.77e-05,0.0571021,0.00041
6776,知米听力,2017-04-01,115244,8.54e-05,0.0565626,0.0004095
6776,知米听力,2017-05-01,117868,8.69e-05,0.0573222,0.0005277
6776,知米听力,2017-06-01,124770,9.14e-05,0.0579732,0.0004622
6776,知米听力,2017-08-01,127523,9.23e-05,0.0560412,0.0003815
6776,知米听力,2017-07-01,124925,9.1e-05,0.0567826,0.0003679
6776,知米听力,2017-09-01,128812,9.24e-05,0.0555045,0.0005414
6776,知米听力,2017-11-01,124965,8.86e-05,0.0532576,0.0006536
6776,知米听力,2017-10-01,130072,9.24e-05,0.0545944,0.0006384
6776,知米听力,2017-12-01,122485,8.64e-05,0.0521189,0.0006255
6776,知米听力,2018-01-01,116350,8.17e-05,0.0506156,0.0007171
6776,知米听力,2018-02-01,111511,7.77e-05,0.0496045,0.0007026
6776,知米听力,2018-03-01,97158,6.72e-05,0.0584801,0.0007603
6776,知米听力,2018-04-01,99401,6.69e-05,0.0594539,0.0007603
6776,知米听力,2018-05-01,94578,6.32e-05,0.0609023,0.0007603
6776,知米听力,2018-06-01,91099,6.05e-05,0.0598758,0.0007603
6776,知米听力,2018-08-01,88583,5.76e-05,0.0480045,0.0007472
6776,知米听力,2018-07-01,99594,6.54e-05,0.056651,0.0007458
6776,知米听力,2018-09-01,101591,6.54e-05,0.0528564,0.000751
6776,知米听力,2018-10-01,107747,6.86e-05,0.0433702,0.000751
6776,知米听力,2018-11-01,122609,7.72e-05,0.0376278,0.0007509
6776,知米听力,2018-12-01,122404,7.76e-05,0.0380731,0.0007499
6776,知米听力,2019-01-01,105965,6.71e-05,0.0388563,0.0007499
6776,知米听力,2019-02-01,95652,6.02e-05,0.0388882,0.0007499
6776,知米听力,2019-03-01,83861,5.28e-05,0.0401574,0.0007499
6776,知米听力,2019-04-01,84657,5.3e-05,0.0307689,0.0007499
6776,知米听力,2019-05-01,76644,4.8e-05,0.0305263,0.0007499
6776,知米听力,2019-06-01,82490,5.17e-05,0.0305263,0.0007499
6775,爱智学,2017-01-01,133182,0.0001002,0.056556,0.0004852
6775,爱智学,2017-02-01,121713,9.1e-05,0.05639,0.0005118
6775,爱智学,2017-03-01,117402,8.73e-05,0.0571021,0.00041
6775,爱智学,2017-04-01,109089,8.08e-05,0.0565626,0.0004095
6775,爱智学,2017-05-01,104158,7.68e-05,0.0573222,0.0005277
6775,爱智学,2017-06-01,96568,7.08e-05,0.0579732,0.0004622
6775,爱智学,2017-07-01,84655,6.17e-05,0.0567826,0.0003679
6775,爱智学,2017-08-01,76170,5.51e-05,0.0560412,0.0003815
6775,爱智学,2017-09-01,71260,5.11e-05,0.0555045,0.0005414
6775,爱智学,2017-10-01,59108,4.2e-05,0.0545944,0.0006384
6775,爱智学,2017-11-01,51585,3.66e-05,0.0532576,0.0006536
6775,爱智学,2017-12-01,46481,3.28e-05,0.0521189,0.0006255
6775,爱智学,2018-01-01,40262,2.83e-05,0.0506156,0.0007171
6775,爱智学,2018-02-01,38067,2.65e-05,0.0496045,0.0007026
6775,爱智学,2018-03-01,57088,3.95e-05,0.0584801,0.0007603
6775,爱智学,2018-05-01,49701,3.32e-05,0.0609023,0.0007603
6775,爱智学,2018-04-01,55355,3.72e-05,0.0594539,0.0007603
6775,爱智学,2018-06-01,39044,2.59e-05,0.0598758,0.0007603
6775,爱智学,2018-07-01,35486,2.33e-05,0.056651,0.0007458
6775,爱智学,2018-08-01,33183,2.16e-05,0.0480045,0.0007472
6775,爱智学,2018-10-01,27743,1.77e-05,0.0433702,0.000751
6775,爱智学,2018-09-01,32574,2.1e-05,0.0528564,0.000751
6775,爱智学,2018-12-01,24020,1.52e-05,0.0380731,0.0007499
6775,爱智学,2018-11-01,26935,1.7e-05,0.0376278,0.0007509
6775,爱智学,2019-01-01,28568,1.81e-05,0.0388563,0.0007499
6775,爱智学,2019-03-01,29284,1.84e-05,0.0401574,0.0007499
6775,爱智学,2019-02-01,23496,1.48e-05,0.0388882,0.0007499
6775,爱智学,2019-04-01,33208,2.08e-05,0.0307689,0.0007499
6775,爱智学,2019-05-01,15423,9.7e-06,0.0305263,0.0007499
6775,爱智学,2019-06-01,16532,1.04e-05,0.0305263,0.0007499
6791,翼健康,2017-01-01,151031,0.0001136,0.056556,0.0004852
6791,翼健康,2017-02-01,148767,0.0001112,0.05639,0.0005118
6791,翼健康,2017-03-01,146334,0.0001088,0.0571021,0.00041
6791,翼健康,2017-04-01,129452,9.59e-05,0.0565626,0.0004095
6791,翼健康,2017-05-01,130051,9.58e-05,0.0573222,0.0005277
6791,翼健康,2017-06-01,124141,9.1e-05,0.0579732,0.0004622
6791,翼健康,2017-07-01,113943,8.3e-05,0.0567826,0.0003679
6791,翼健康,2017-08-01,125379,9.07e-05,0.0560412,0.0003815
6791,翼健康,2017-09-01,123982,8.89e-05,0.0555045,0.0005414
6791,翼健康,2017-10-01,129870,9.23e-05,0.0545944,0.0006384
6791,翼健康,2017-11-01,114977,8.15e-05,0.0532576,0.0006536
6791,翼健康,2017-12-01,103993,7.33e-05,0.0521189,0.0006255
6791,翼健康,2018-01-01,95530,6.71e-05,0.0506156,0.0007171
6791,翼健康,2018-02-01,88700,6.18e-05,0.0496045,0.0007026
6791,翼健康,2018-03-01,99746,6.9e-05,0.0584801,0.0007603
6791,翼健康,2018-04-01,100847,6.78e-05,0.0594539,0.0007603
6791,翼健康,2018-05-01,97783,6.54e-05,0.0609023,0.0007603
6791,翼健康,2018-06-01,94207,6.25e-05,0.0598758,0.0007603
6791,翼健康,2018-07-01,95521,6.28e-05,0.056651,0.0007458
6791,翼健康,2018-08-01,90792,5.9e-05,0.0480045,0.0007472
6791,翼健康,2018-09-01,101469,6.53e-05,0.0528564,0.000751
6791,翼健康,2018-10-01,100095,6.37e-05,0.0433702,0.000751
6791,翼健康,2018-11-01,133290,8.4e-05,0.0376278,0.0007509
6791,翼健康,2019-01-01,133756,8.48e-05,0.0388563,0.0007499
6791,翼健康,2019-02-01,126507,7.97e-05,0.0388882,0.0007499
6791,翼健康,2018-12-01,128718,8.16e-05,0.0380731,0.0007499
6791,翼健康,2019-03-01,133724,8.43e-05,0.0401574,0.0007499
6791,翼健康,2019-05-01,130006,8.14e-05,0.0305263,0.0007499
6791,翼健康,2019-04-01,137055,8.58e-05,0.0307689,0.0007499
6791,翼健康,2019-06-01,134033,8.4e-05,0.0305263,0.0007499
6818,战舰帝国-舰队对战,2017-01-01,203396,0.000153,0.056556,0.0004852
6818,战舰帝国-舰队对战,2017-02-01,228391,0.0001707,0.05639,0.0005118
6818,战舰帝国-舰队对战,2017-03-01,198265,0.0001474,0.0571021,0.00041
6818,战舰帝国-舰队对战,2017-05-01,282614,0.0002083,0.0573222,0.0005277
6818,战舰帝国-舰队对战,2017-06-01,229609,0.0001683,0.0579732,0.0004622
6818,战舰帝国-舰队对战,2017-04-01,231637,0.0001717,0.0565626,0.0004095
6818,战舰帝国-舰队对战,2017-07-01,233171,0.0001699,0.0567826,0.0003679
6818,战舰帝国-舰队对战,2017-08-01,288572,0.0002088,0.0560412,0.0003815
6818,战舰帝国-舰队对战,2017-09-01,151339,0.0001085,0.0555045,0.0005414
6818,战舰帝国-舰队对战,2017-10-01,119432,8.49e-05,0.0545944,0.0006384
6818,战舰帝国-舰队对战,2017-11-01,96570,6.85e-05,0.0532576,0.0006536
6818,战舰帝国-舰队对战,2017-12-01,99405,7.01e-05,0.0521189,0.0006255
6818,战舰帝国-舰队对战,2018-01-01,77710,5.46e-05,0.0506156,0.0007171
6818,战舰帝国-舰队对战,2018-02-01,66970,4.67e-05,0.0496045,0.0007026
6818,战舰帝国-舰队对战,2018-03-01,87207,6.03e-05,0.0584801,0.0007603
6818,战舰帝国-舰队对战,2018-04-01,83934,5.65e-05,0.0594539,0.0007603
6818,战舰帝国-舰队对战,2018-05-01,116708,7.8e-05,0.0609023,0.0007603
6818,战舰帝国-舰队对战,2018-06-01,78570,5.22e-05,0.0598758,0.0007603
6818,战舰帝国-舰队对战,2018-07-01,102427,6.73e-05,0.056651,0.0007458
6818,战舰帝国-舰队对战,2018-08-01,62327,4.05e-05,0.0480045,0.0007472
6818,战舰帝国-舰队对战,2018-09-01,40585,2.61e-05,0.0528564,0.000751
6818,战舰帝国-舰队对战,2018-10-01,41444,2.64e-05,0.0433702,0.000751
6818,战舰帝国-舰队对战,2018-11-01,32733,2.06e-05,0.0376278,0.0007509
6818,战舰帝国-舰队对战,2018-12-01,23074,1.46e-05,0.0380731,0.0007499
6818,战舰帝国-舰队对战,2019-01-01,29565,1.87e-05,0.0388563,0.0007499
6818,战舰帝国-舰队对战,2019-02-01,26445,1.67e-05,0.0388882,0.0007499
6818,战舰帝国-舰队对战,2019-03-01,21396,1.35e-05,0.0401574,0.0007499
6818,战舰帝国-舰队对战,2019-06-01,17482,1.09e-05,0.0305263,0.0007499
6818,战舰帝国-舰队对战,2019-04-01,16522,1.03e-05,0.0307689,0.0007499
6818,战舰帝国-舰队对战,2019-05-01,17907,1.12e-05,0.0305263,0.0007499
6824,全民爱消除,2017-01-01,14094,1.06e-05,0.056556,0.0004852
6824,全民爱消除,2017-02-01,12718,9.5e-06,0.05639,0.0005118
6824,全民爱消除,2017-03-01,10801,8e-06,0.0571021,0.00041
6824,全民爱消除,2017-04-01,10832,8e-06,0.0565626,0.0004095
6824,全民爱消除,2017-05-01,10047,7.4e-06,0.0573222,0.0005277
6824,全民爱消除,2017-07-01,8238,6e-06,0.0567826,0.0003679
6824,全民爱消除,2017-06-01,9466,6.9e-06,0.0579732,0.0004622
6824,全民爱消除,2017-09-01,6738,4.8e-06,0.0555045,0.0005414
6824,全民爱消除,2017-08-01,7970,5.8e-06,0.0560412,0.0003815
6824,全民爱消除,2017-10-01,5922,4.2e-06,0.0545944,0.0006384
6824,全民爱消除,2017-11-01,4506,3.2e-06,0.0532576,0.0006536
6824,全民爱消除,2017-12-01,4200,3e-06,0.0521189,0.0006255
6824,全民爱消除,2018-01-01,4327,3e-06,0.0506156,0.0007171
6824,全民爱消除,2018-02-01,4380,3.1e-06,0.0496045,0.0007026
6824,全民爱消除,2018-03-01,5181,3.6e-06,0.0584801,0.0007603
6824,全民爱消除,2018-04-01,4866,3.3e-06,0.0594539,0.0007603
6824,全民爱消除,2018-05-01,3729,2.5e-06,0.0609023,0.0007603
6824,全民爱消除,2018-06-01,4225,2.8e-06,0.0598758,0.0007603
6824,全民爱消除,2018-07-01,5812,3.8e-06,0.056651,0.0007458
6824,全民爱消除,2018-08-01,3656,2.4e-06,0.0480045,0.0007472
6824,全民爱消除,2018-09-01,3782,2.4e-06,0.0528564,0.000751
6824,全民爱消除,2018-10-01,2859,1.8e-06,0.0433702,0.000751
6824,全民爱消除,2018-11-01,4523,2.8e-06,0.0376278,0.0007509
6824,全民爱消除,2018-12-01,6990,4.4e-06,0.0380731,0.0007499
6824,全民爱消除,2019-01-01,8994,5.7e-06,0.0388563,0.0007499
6824,全民爱消除,2019-02-01,5028,3.2e-06,0.0388882,0.0007499
6824,全民爱消除,2019-03-01,3015,1.9e-06,0.0401574,0.0007499
6824,全民爱消除,2019-04-01,3791,2.4e-06,0.0307689,0.0007499
6824,全民爱消除,2019-05-01,1769,1.1e-06,0.0305263,0.0007499
6824,全民爱消除,2019-06-01,1843,1.2e-06,0.0305263,0.0007499
6829,视频头条,2017-01-01,404934,0.0003045,0.056556,0.0004852
6829,视频头条,2017-02-01,410765,0.0003071,0.05639,0.0005118
6829,视频头条,2017-03-01,412726,0.0003067,0.0571021,0.00041
6829,视频头条,2017-04-01,403827,0.0002993,0.0565626,0.0004095
6829,视频头条,2017-05-01,398676,0.0002938,0.0573222,0.0005277
6829,视频头条,2017-06-01,473962,0.0003473,0.0579732,0.0004622
6829,视频头条,2017-07-01,471383,0.0003434,0.0567826,0.0003679
6829,视频头条,2017-09-01,441491,0.0003166,0.0555045,0.0005414
6829,视频头条,2017-08-01,451877,0.000327,0.0560412,0.0003815
6829,视频头条,2017-10-01,427071,0.0003035,0.0545944,0.0006384
6829,视频头条,2017-11-01,392075,0.000278,0.0532576,0.0006536
6829,视频头条,2017-12-01,365146,0.0002575,0.0521189,0.0006255
6829,视频头条,2018-01-01,343761,0.0002413,0.0506156,0.0007171
6829,视频头条,2018-02-01,329854,0.0002298,0.0496045,0.0007026
6829,视频头条,2018-03-01,326943,0.0002262,0.0584801,0.0007603
6829,视频头条,2018-04-01,332674,0.0002237,0.0594539,0.0007603
6829,视频头条,2018-05-01,306468,0.0002049,0.0609023,0.0007603
6829,视频头条,2018-06-01,300157,0.0001993,0.0598758,0.0007603
6829,视频头条,2018-07-01,287153,0.0001886,0.056651,0.0007458
6829,视频头条,2018-08-01,292568,0.0001902,0.0480045,0.0007472
6829,视频头条,2018-09-01,331868,0.0002136,0.0528564,0.000751
6829,视频头条,2018-11-01,265963,0.0001676,0.0376278,0.0007509
6829,视频头条,2018-10-01,320824,0.0002043,0.0433702,0.000751
6829,视频头条,2018-12-01,213635,0.0001355,0.0380731,0.0007499
6829,视频头条,2019-01-01,196587,0.0001246,0.0388563,0.0007499
6829,视频头条,2019-02-01,205157,0.0001292,0.0388882,0.0007499
6829,视频头条,2019-03-01,192518,0.0001213,0.0401574,0.0007499
6829,视频头条,2019-04-01,174427,0.0001093,0.0307689,0.0007499
6829,视频头条,2019-05-01,197147,0.0001235,0.0305263,0.0007499
6829,视频头条,2019-06-01,212215,0.0001329,0.0305263,0.0007499
6833,天下游,2017-02-01,240702,0.0001799,0.05639,0.0005118
6833,天下游,2017-01-01,272195,0.0002047,0.056556,0.0004852
6833,天下游,2017-04-01,524865,0.000389,0.0565626,0.0004095
6833,天下游,2017-03-01,276672,0.0002056,0.0571021,0.00041
6833,天下游,2017-05-01,285907,0.0002107,0.0573222,0.0005277
6833,天下游,2017-06-01,278420,0.000204,0.0579732,0.0004622
6833,天下游,2017-07-01,257674,0.0001877,0.0567826,0.0003679
6833,天下游,2017-08-01,263263,0.0001905,0.0560412,0.0003815
6833,天下游,2017-09-01,250900,0.0001799,0.0555045,0.0005414
6833,天下游,2017-10-01,228706,0.0001625,0.0545944,0.0006384
6833,天下游,2017-11-01,243041,0.0001723,0.0532576,0.0006536
6833,天下游,2018-02-01,299938,0.000209,0.0496045,0.0007026
6833,天下游,2018-01-01,490204,0.0003441,0.0506156,0.0007171
6833,天下游,2017-12-01,296617,0.0002091,0.0521189,0.0006255
6833,天下游,2018-03-01,171121,0.0001184,0.0584801,0.0007603
6833,天下游,2018-04-01,149500,0.0001005,0.0594539,0.0007603
6833,天下游,2018-05-01,162920,0.0001089,0.0609023,0.0007603
6833,天下游,2018-06-01,129169,8.58e-05,0.0598758,0.0007603
6833,天下游,2018-07-01,55731,3.66e-05,0.056651,0.0007458
6833,天下游,2018-10-01,24229,1.54e-05,0.0433702,0.000751
6833,天下游,2018-09-01,27844,1.79e-05,0.0528564,0.000751
6833,天下游,2018-08-01,30214,1.96e-05,0.0480045,0.0007472
6833,天下游,2018-11-01,23858,1.5e-05,0.0376278,0.0007509
6833,天下游,2018-12-01,30654,1.94e-05,0.0380731,0.0007499
6833,天下游,2019-01-01,28971,1.84e-05,0.0388563,0.0007499
6833,天下游,2019-02-01,28143,1.77e-05,0.0388882,0.0007499
6833,天下游,2019-03-01,21412,1.35e-05,0.0401574,0.0007499
6833,天下游,2019-04-01,24617,1.54e-05,0.0307689,0.0007499
6833,天下游,2019-05-01,23432,1.47e-05,0.0305263,0.0007499
6833,天下游,2019-06-01,24810,1.55e-05,0.0305263,0.0007499
6834,孕妇孕期必备,2017-02-01,45759,3.42e-05,0.05639,0.0005118
6834,孕妇孕期必备,2017-01-01,45605,3.43e-05,0.056556,0.0004852
6834,孕妇孕期必备,2017-03-01,48707,3.62e-05,0.0571021,0.00041
6834,孕妇孕期必备,2017-04-01,46629,3.46e-05,0.0565626,0.0004095
